## AeroDB
## Cart3D Solutions for the LGBB Geometry
##
## NASA Advanced Supercomputing - Applications Branch
## NASA Ames Research Center
## Mail Stop T27B-1
## Moffett Field, CA  94035-1000
##
## POC: Neal M. Chaderjian (nchaderjian@mail.arc.nasa.gov)
## Stuart E. Rogers (rogers@nas.nasa.gov)
## 
## mach = Mach Number
## alpha = Angle of attack
## beta = Side-slip angle
## lift = Lift Coefficient
## drag = Drag Coefficient
## pitch = Pitching Moment Coefficient
## side = Side-Force Coefficient
## yaw = Yawing Moment Coefficient
## roll = Rolling Moment Coefficient
##              
mach alpha beta lift  drag  pitch  side  yaw  roll
1.20 20 0.0 1.134140 0.479140 -0.082110 -0.000240 -0.000100 0.000100
1.20 21 0.0 1.177310 0.517510 -0.083160 -0.000550 -0.000220 0.000010
1.20 22 0.0 1.217690 0.556870 -0.083370 -0.000160 -0.000010 0.000050
1.20 23 0.0 1.256200 0.597440 -0.082720 0.000130 -0.000040 -0.000020
1.20 24 0.0 1.292400 0.638980 -0.081540 0.000130 0.000030 0.000170
1.20 25 0.0 1.326700 0.681840 -0.079820 -0.000280 0.000000 0.000120
1.20 26 0.0 1.360630 0.726700 -0.078030 -0.000290 -0.000240 0.000140
1.20 27 0.0 1.391660 0.771680 -0.075110 0.000990 0.000020 0.000190
1.20 28 0.0 1.423110 0.818930 -0.073170 0.000400 -0.000110 0.000130
1.20 29 0.0 1.453510 0.867380 -0.070780 -0.000020 0.000030 0.000130
1.20 30 0.0 1.486840 0.920010 -0.068090 -0.002270 -0.000280 0.000110
1.40 -5 0.0 -0.214320 0.094930 0.001710 0.000060 -0.000080 -0.000010
1.40 -2 0.0 -0.069570 0.081120 -0.008330 0.000050 -0.000090 0.000010
1.40 0 0.0 0.024630 0.080140 -0.014560 0.000220 0.000000 0.000000
1.40 1 0.0 0.071910 0.081190 -0.017450 0.000090 -0.000030 0.000000
1.40 2 0.0 0.120200 0.082930 -0.020460 0.000180 0.000010 0.000000
1.40 5 0.0 0.270080 0.100990 -0.029880 -0.000060 -0.000050 0.000010
1.40 8 0.0 0.422700 0.135230 -0.038980 -0.000080 -0.000060 0.000040
1.40 10 0.0 0.525360 0.166650 -0.044640 0.000000 -0.000050 0.000060
1.40 12 0.0 0.627040 0.204830 -0.049990 -0.000080 -0.000030 0.000020
1.40 15 0.0 0.778570 0.275310 -0.057170 -0.000010 -0.000090 0.000020
1.40 16 0.0 0.827920 0.302440 -0.059200 0.000190 0.000080 0.000020
1.40 17 0.0 0.877370 0.332150 -0.061270 -0.000180 -0.000010 0.000020
1.40 18 0.0 0.926070 0.363850 -0.063170 -0.000560 -0.000090 0.000050
1.40 19 0.0 0.973630 0.397220 -0.064450 -0.000250 0.000000 0.000040
1.40 20 0.0 1.021390 0.432850 -0.065120 -0.000160 -0.000050 0.000070
1.40 21 0.0 1.067240 0.469650 -0.065620 -0.000810 -0.000100 0.000050
1.40 22 0.0 1.111060 0.507640 -0.065740 -0.000640 -0.000050 0.000070
1.40 23 0.0 1.154770 0.547730 -0.065270 -0.000220 -0.000030 0.000100
1.40 24 0.0 1.197030 0.589590 -0.064630 -0.000250 -0.000080 0.000090
1.40 25 0.0 1.238620 0.633220 -0.063790 -0.000540 0.000000 0.000130
1.40 26 0.0 1.279310 0.679090 -0.063050 -0.000650 -0.000060 0.000150
1.40 27 0.0 1.319290 0.727250 -0.062230 -0.001350 -0.000310 0.000090
1.40 28 0.0 1.359300 0.778080 -0.062020 -0.001460 -0.000210 0.000080
1.40 29 0.0 1.396430 0.830150 -0.061130 -0.000600 -0.000180 0.000110
1.40 30 0.0 1.431070 0.883240 -0.060170 -0.000420 -0.000070 0.000130
1.80 -5 0.0 -0.180060 0.086730 -0.002490 -0.000110 -0.000080 -0.000010
1.80 -2 0.0 -0.067190 0.074100 -0.007240 0.000050 -0.000010 0.000000
1.80 0 0.0 0.006900 0.072960 -0.010190 0.000030 -0.000060 0.000010
1.80 1 0.0 0.044780 0.072990 -0.011460 -0.000040 -0.000080 0.000010
1.80 2 0.0 0.083710 0.074950 -0.013010 0.000110 -0.000020 0.000010
1.80 5 0.0 0.203950 0.088890 -0.017720 0.000060 -0.000040 0.000020
1.80 8 0.0 0.328280 0.115330 -0.022510 -0.000070 -0.000010 0.000010
1.80 10 0.0 0.412630 0.140250 -0.025200 -0.000240 -0.000020 0.000030
1.80 12 0.0 0.497860 0.171390 -0.027570 -0.000080 -0.000010 0.000050
1.80 15 0.0 0.625210 0.229420 -0.029810 -0.000220 -0.000040 0.000060
1.80 16 0.0 0.667630 0.252520 -0.030020 -0.000250 -0.000030 0.000040
1.80 17 0.0 0.710010 0.277520 -0.030200 -0.000400 -0.000090 0.000030
1.80 18 0.0 0.751480 0.303710 -0.030330 0.000090 -0.000020 0.000040
1.80 19 0.0 0.822830 0.354060 -0.023460 -0.000050 -0.000030 0.000070
1.80 20 0.0 0.834160 0.362030 -0.030410 -0.000260 -0.000130 0.000040
1.80 21 0.0 0.875140 0.393840 -0.030180 -0.000190 -0.000110 0.000030
1.80 22 0.0 0.946700 0.450550 -0.023630 -0.000110 -0.000030 0.000060
1.80 23 0.0 0.986260 0.485800 -0.023450 -0.000140 -0.000020 0.000060
1.80 24 0.0 1.025120 0.522770 -0.023240 -0.000080 -0.000060 0.000080
1.80 25 0.0 1.033260 0.538930 -0.028640 -0.000390 -0.000140 0.000070
1.80 26 0.0 1.070950 0.579360 -0.028360 -0.000030 -0.000100 0.000060
1.80 27 0.0 1.108690 0.621560 -0.028150 -0.000470 -0.000120 0.000050
1.80 28 0.0 1.144860 0.664730 -0.028150 -0.000450 -0.000010 0.000070
1.80 29 0.0 1.180110 0.709610 -0.027980 -0.000220 -0.000100 0.000070
1.80 30 0.0 1.214420 0.755840 -0.028180 0.000140 -0.000090 0.000130
2.00 -5 0.0 -0.169870 0.083500 -0.002950 0.000060 -0.000020 0.000010
2.00 -2 0.0 -0.066410 0.071590 -0.006650 -0.000030 -0.000060 0.000010
2.00 0 0.0 -0.000140 0.078110 -0.008560 0.000010 -0.000020 0.000020
2.00 1 0.0 0.037510 0.078360 -0.009100 0.000010 -0.000020 0.000010
2.00 2 0.0 0.075550 0.079960 -0.009700 0.000010 -0.000020 0.000020
2.00 5 0.0 0.192710 0.092550 -0.011600 0.000030 -0.000030 0.000030
2.00 5 0.0 0.183850 0.083150 -0.014180 0.000130 0.000040 0.000020
2.00 8 0.0 0.313250 0.117820 -0.013450 0.000000 -0.000020 0.000030
2.00 10 0.0 0.394750 0.141880 -0.014470 0.000000 -0.000020 0.000030
2.00 10 0.0 0.394880 0.142150 -0.014530 0.000010 -0.000020 0.000030
2.00 12 0.0 0.476660 0.172090 -0.015230 -0.000010 -0.000020 0.000040
2.00 15 0.0 0.599430 0.229480 -0.015850 -0.000030 -0.000020 0.000040
2.00 15 0.0 0.577380 0.215270 -0.021700 0.000170 0.000000 0.000040
2.00 16 0.0 0.616500 0.237110 -0.021810 0.000090 -0.000030 0.000050
2.00 17 0.0 0.662600 0.264470 -0.020380 -0.000190 -0.000080 0.000060
2.00 18 0.0 0.720400 0.301340 -0.015880 -0.000040 -0.000030 0.000060
2.00 19 0.0 0.758130 0.323710 -0.016750 -0.000010 -0.000040 0.000050
2.00 20 0.0 0.799270 0.357520 -0.015740 -0.000070 -0.000020 0.000050
2.00 21 0.0 0.837980 0.388020 -0.015630 -0.000040 -0.000030 0.000050
2.00 22 0.0 0.876410 0.420130 -0.015520 -0.000020 -0.000030 0.000060
2.00 23 0.0 0.890100 0.435030 -0.019880 0.000040 -0.000070 0.000060
2.00 24 0.0 0.927300 0.469990 -0.019500 -0.000240 -0.000090 0.000070
2.00 25 0.0 0.964350 0.506610 -0.019210 0.000120 0.000010 0.000050
2.00 26 0.0 1.000120 0.544500 -0.018740 -0.000330 -0.000120 0.000040
2.00 27 0.0 1.059700 0.603910 -0.014780 -0.000090 -0.000040 0.000070
2.00 28 0.0 1.094670 0.645690 -0.014990 -0.000110 -0.000040 0.000070
2.00 29 0.0 1.128900 0.689170 -0.015270 -0.000070 -0.000030 0.000080
2.00 30 0.0 1.162370 0.734260 -0.015720 -0.000080 -0.000050 0.000080
2.20 -5 0.0 -0.162120 0.081010 -0.003320 0.000070 -0.000010 0.000010
2.20 -2 0.0 -0.065890 0.069220 -0.005860 0.000020 -0.000020 0.000010
2.20 0 0.0 -0.002520 0.066640 -0.007250 0.000100 -0.000020 0.000020
2.20 1 0.0 0.029980 0.066790 -0.008040 -0.000030 -0.000070 0.000010
2.20 2 0.0 0.063670 0.068000 -0.008810 0.000040 -0.000050 0.000020
2.20 5 0.0 0.167950 0.078720 -0.011490 0.000030 -0.000050 0.000020
2.20 8 0.0 0.275820 0.100670 -0.013910 -0.000030 -0.000010 0.000010
2.20 10 0.0 0.349780 0.121780 -0.014990 -0.000120 -0.000040 0.000040
2.20 12 0.0 0.424630 0.148960 -0.015590 -0.000090 -0.000040 0.000040
2.20 15 0.0 0.536580 0.201460 -0.015250 0.000060 -0.000030 0.000040
2.20 16 0.0 0.573760 0.222010 -0.014980 -0.000090 -0.000090 0.000040
2.20 17 0.0 0.611100 0.244310 -0.014710 -0.000150 -0.000020 0.000050
2.20 18 0.0 0.648660 0.268260 -0.014550 -0.000170 -0.000010 0.000050
2.20 19 0.0 0.686720 0.293830 -0.014120 -0.000070 -0.000070 0.000060
2.20 20 0.0 0.724600 0.320720 -0.013840 0.000120 0.000030 0.000060
2.20 21 0.0 0.762230 0.348850 -0.013470 -0.000410 -0.000190 0.000060
2.20 22 0.0 0.799300 0.378950 -0.013100 -0.000400 -0.000190 0.000080
2.20 23 0.0 0.836240 0.411000 -0.012800 0.000070 -0.000030 0.000060
2.20 24 0.0 0.871580 0.444040 -0.012690 -0.000090 -0.000070 0.000070
2.20 25 0.0 0.907390 0.479020 -0.012480 -0.000070 -0.000050 0.000060
2.20 26 0.0 0.941910 0.514940 -0.012570 -0.000360 -0.000200 0.000050
2.20 27 0.0 0.976390 0.552840 -0.012110 0.000050 0.000010 0.000050
2.20 28 0.0 1.009150 0.591530 -0.012330 -0.000160 0.000030 0.000060
2.20 29 0.0 1.045050 0.633860 -0.012640 -0.000270 -0.000080 0.000040
2.20 30 0.0 1.079040 0.677190 -0.013570 -0.000130 -0.000090 0.000070
2.40 -5 0.0 -0.155310 0.078550 -0.003440 0.000030 -0.000040 0.000010
2.40 -2 0.0 -0.065530 0.066800 -0.005280 0.000170 0.000030 0.000000
2.40 0 0.0 -0.006010 0.064040 -0.006210 0.000070 -0.000010 0.000020
2.40 1 0.0 0.024890 0.064090 -0.006720 0.000020 -0.000030 0.000020
2.40 2 0.0 0.056390 0.065070 -0.007350 0.000010 -0.000060 0.000020
2.40 5 0.0 0.154140 0.074670 -0.009340 0.000040 0.000010 0.000010
2.40 8 0.0 0.256550 0.095050 -0.010850 0.000010 0.000010 0.000030
2.40 10 0.0 0.326450 0.115050 -0.011420 -0.000050 0.000020 0.000020
2.40 12 0.0 0.396700 0.140790 -0.011350 0.000040 -0.000030 0.000040
2.40 15 0.0 0.502250 0.190070 -0.010480 0.000140 0.000060 0.000030
2.40 16 0.0 0.538120 0.209590 -0.010130 0.000120 0.000030 0.000030
2.40 17 0.0 0.574810 0.230910 -0.009840 -0.000090 -0.000070 0.000050
2.40 18 0.0 0.611330 0.253780 -0.009410 -0.000090 -0.000030 0.000040
2.40 19 0.0 0.647450 0.278150 -0.009080 -0.000050 -0.000050 0.000050
2.40 20 0.0 0.683780 0.303950 -0.008800 -0.000080 -0.000060 0.000040
2.40 21 0.0 0.718790 0.330920 -0.008490 -0.000050 -0.000050 0.000070
2.40 22 0.0 0.754230 0.359610 -0.008140 0.000080 -0.000020 0.000050
2.40 23 0.0 0.789790 0.389890 -0.007880 -0.000110 -0.000070 0.000060
2.40 24 0.0 0.824800 0.421580 -0.007770 -0.000220 -0.000150 0.000080
2.40 25 0.0 0.859550 0.455090 -0.007950 -0.000210 -0.000190 0.000060
2.40 26 0.0 0.894660 0.490520 -0.007600 0.000050 -0.000090 0.000080
2.40 27 0.0 0.927750 0.526870 -0.007630 -0.000280 -0.000110 0.000060
2.40 28 0.0 0.960800 0.564740 -0.007980 -0.000100 -0.000040 0.000040
2.40 29 0.0 0.993510 0.604370 -0.008310 0.000230 0.000030 0.000090
2.40 30 0.0 1.025440 0.645360 -0.008420 0.000100 -0.000050 0.000070
2.60 -5 0.0 -0.148930 0.075680 -0.003730 0.000000 -0.000040 0.000020
2.60 -2 0.0 -0.064330 0.064210 -0.004740 0.000040 -0.000010 0.000010
2.60 0 0.0 -0.007960 0.061440 -0.005280 -0.000120 -0.000110 0.000010
2.60 1 0.0 0.020980 0.061360 -0.005690 0.000190 0.000090 0.000010
2.60 2 0.0 0.050640 0.062140 -0.006210 0.000000 -0.000030 0.000010
2.60 5 0.0 0.143270 0.070830 -0.007550 -0.000010 -0.000060 0.000020
2.60 8 0.0 0.240040 0.089970 -0.008390 0.000060 0.000040 0.000030
2.60 10 0.0 0.306040 0.109000 -0.008370 -0.000110 -0.000100 0.000030
2.60 12 0.0 0.371920 0.133270 -0.007930 -0.000080 -0.000030 0.000030
2.60 15 0.0 0.473510 0.180230 -0.006680 -0.000100 -0.000130 0.000060
2.60 16 0.0 0.508110 0.198950 -0.006210 0.000010 -0.000100 0.000060
2.60 17 0.0 0.542610 0.219080 -0.005790 0.000000 -0.000110 0.000040
2.60 18 0.0 0.577160 0.240740 -0.005340 0.000130 -0.000020 0.000050
2.60 19 0.0 0.611760 0.263930 -0.004950 0.000000 -0.000050 0.000050
2.60 20 0.0 0.646340 0.288700 -0.004370 0.000030 -0.000060 0.000050
2.60 21 0.0 0.680770 0.314840 -0.003830 -0.000230 -0.000120 0.000060
2.60 22 0.0 0.714690 0.342370 -0.003330 -0.000060 -0.000070 0.000070
2.60 23 0.0 0.749400 0.371870 -0.002700 -0.000090 -0.000080 0.000050
2.60 24 0.0 0.783050 0.402420 -0.002520 0.000050 -0.000050 0.000060
2.60 25 0.0 0.815510 0.434080 -0.002410 -0.000250 -0.000070 0.000040
2.60 26 0.0 0.848550 0.467590 -0.002210 -0.000070 0.000010 0.000040
2.60 27 0.0 0.881030 0.502640 -0.002490 -0.000210 -0.000010 0.000000
2.60 28 0.0 0.914420 0.540100 -0.002730 -0.000220 -0.000060 0.000010
2.60 29 0.0 0.946510 0.578540 -0.004060 -0.000360 -0.000100 0.000000
2.60 30 0.0 0.979180 0.619390 -0.004560 -0.000490 -0.000170 0.000020
2.80 -5 0.0 -0.142670 0.072910 -0.003880 0.000050 -0.000010 0.000000
2.80 -2 0.0 -0.062910 0.061680 -0.004250 0.000130 0.000020 0.000010
2.80 0 0.0 -0.009690 0.058900 -0.004660 0.000060 0.000020 0.000010
2.80 1 0.0 0.017880 0.058700 -0.004940 0.000080 0.000030 0.000010
2.80 2 0.0 0.046060 0.059400 -0.005220 -0.000010 -0.000040 0.000020
2.80 5 0.0 0.133780 0.067420 -0.006050 0.000020 -0.000050 0.000020
2.80 8 0.0 0.225440 0.085490 -0.006370 -0.000120 -0.000110 0.000030
2.80 10 0.0 0.287960 0.103590 -0.005850 -0.000020 -0.000060 0.000030
2.80 12 0.0 0.350830 0.126780 -0.005010 -0.000160 -0.000080 0.000040
2.80 15 0.0 0.448360 0.172030 -0.003390 -0.000140 -0.000060 0.000040
2.80 16 0.0 0.481440 0.189920 -0.002880 -0.000280 -0.000090 0.000040
2.80 17 0.0 0.514820 0.209380 -0.002210 -0.000090 -0.000020 0.000040
2.80 18 0.0 0.548380 0.230370 -0.001650 -0.000040 -0.000050 0.000040
2.80 19 0.0 0.581660 0.252690 -0.001100 -0.000300 -0.000130 0.000030
2.80 20 0.0 0.615280 0.276630 -0.000670 0.000030 0.000010 0.000040
2.80 21 0.0 0.648950 0.302170 -0.000150 -0.000080 -0.000030 0.000040
2.80 22 0.0 0.682090 0.328970 -0.000020 0.000060 -0.000060 0.000050
2.80 23 0.0 0.716310 0.357750 -0.000230 -0.000130 -0.000100 0.000030
2.80 24 0.0 0.750750 0.388270 -0.000150 -0.000190 -0.000110 0.000030
2.80 25 0.0 0.784900 0.420250 -0.000820 -0.000180 -0.000180 0.000020
2.80 26 0.0 0.818830 0.453810 -0.001090 -0.000050 -0.000120 0.000050
2.80 27 0.0 0.854230 0.489840 -0.001860 -0.000150 -0.000090 0.000040
2.80 28 0.0 0.888200 0.526900 -0.002850 -0.000340 -0.000080 0.000090
2.80 29 0.0 0.922810 0.566180 -0.004210 -0.000160 -0.000120 0.000120
2.80 30 0.0 0.955810 0.606430 -0.005560 -0.000200 -0.000140 0.000110
3.00 -5 0.0 -0.137080 0.070440 -0.004180 0.000120 -0.000010 0.000000
3.00 -2 0.0 -0.061500 0.059420 -0.004110 0.000120 0.000020 0.000010
3.00 0 0.0 -0.010720 0.056600 -0.004140 0.000070 0.000010 0.000010
3.00 1 0.0 0.015310 0.056340 -0.004300 0.000080 0.000010 0.000020
3.00 2 0.0 0.041960 0.056870 -0.004490 0.000020 -0.000020 0.000020
3.00 5 0.0 0.125180 0.064380 -0.004820 0.000020 -0.000040 0.000010
3.00 8 0.0 0.212400 0.081600 -0.004490 -0.000080 -0.000050 0.000020
3.00 10 0.0 0.271750 0.098910 -0.003740 -0.000010 0.000000 0.000020
3.00 12 0.0 0.332970 0.121320 -0.002570 -0.000150 -0.000060 0.000040
3.00 15 0.0 0.427920 0.165330 -0.000870 -0.000200 -0.000060 0.000040
3.00 16 0.0 0.460260 0.182960 -0.000420 -0.000080 -0.000100 0.000070
3.00 17 0.0 0.493200 0.202020 0.000000 -0.000070 -0.000030 0.000070
3.00 18 0.0 0.526660 0.222750 0.000430 0.000020 -0.000070 0.000060
3.00 19 0.0 0.560150 0.244810 0.000620 -0.000150 -0.000070 0.000060
3.00 20 0.0 0.594140 0.268580 0.000700 -0.000100 -0.000050 0.000050
3.00 21 0.0 0.628030 0.293770 0.000430 -0.000190 -0.000040 0.000060
3.00 22 0.0 0.662290 0.320670 0.000140 -0.000060 -0.000100 0.000080
3.00 23 0.0 0.697010 0.349370 0.000000 -0.000010 -0.000040 0.000090
3.00 24 0.0 0.731670 0.379580 -0.000830 -0.000260 -0.000180 0.000080
3.00 25 0.0 0.767550 0.411960 -0.001810 0.000120 0.000000 0.000110
3.00 26 0.0 0.801800 0.445360 -0.002590 -0.000050 -0.000110 0.000140
3.00 27 0.0 0.835880 0.480430 -0.003470 0.000030 -0.000040 0.000130
3.00 28 0.0 0.868190 0.516370 -0.003960 -0.000390 -0.000180 0.000090
3.00 29 0.0 0.898510 0.553090 -0.004300 -0.000260 -0.000100 0.000050
3.00 30 0.0 0.929840 0.592110 -0.004750 -0.000220 -0.000110 0.000060
3.20 -5 0.0 -0.132070 0.068340 -0.004510 0.000180 -0.000030 0.000010
3.20 -2 0.0 -0.059840 0.057300 -0.003940 0.000160 -0.000010 0.000010
3.20 0 0.0 -0.011680 0.054500 -0.003880 0.000040 -0.000040 0.000020
3.20 1 0.0 0.013100 0.054220 -0.003850 0.000110 0.000040 0.000010
3.20 2 0.0 0.038320 0.054740 -0.003900 0.000140 0.000050 0.000020
3.20 5 0.0 0.117580 0.061840 -0.003670 0.000010 -0.000060 0.000010
3.20 8 0.0 0.200970 0.078300 -0.002950 -0.000110 -0.000080 0.000030
3.20 10 0.0 0.258760 0.095000 -0.001950 -0.000130 -0.000070 0.000040
3.20 12 0.0 0.318400 0.116820 -0.000790 -0.000120 -0.000070 0.000030
3.20 15 0.0 0.412250 0.160020 0.000280 -0.000060 -0.000070 0.000060
3.20 16 0.0 0.444940 0.177470 0.000740 -0.000180 -0.000140 0.000050
3.20 17 0.0 0.477630 0.196260 0.000760 -0.000090 -0.000130 0.000070
3.20 18 0.0 0.511090 0.216720 0.001130 -0.000110 -0.000100 0.000080
3.20 19 0.0 0.544280 0.238460 0.001070 -0.000220 -0.000100 0.000070
3.20 20 0.0 0.577310 0.261630 0.000940 -0.000350 -0.000180 0.000060
3.20 21 0.0 0.611090 0.286600 0.000710 -0.000110 -0.000110 0.000050
3.20 22 0.0 0.645040 0.313050 0.000170 -0.000110 -0.000020 0.000030
3.20 23 0.0 0.678550 0.340960 -0.000460 0.000100 -0.000040 0.000080
3.20 24 0.0 0.711720 0.370270 -0.000830 -0.000140 -0.000160 0.000060
3.20 25 0.0 0.745440 0.401500 -0.000790 -0.000080 -0.000220 0.000060
3.20 26 0.0 0.778550 0.434130 -0.001380 0.000120 -0.000120 0.000050
3.20 27 0.0 0.812780 0.468940 -0.001890 0.000010 -0.000080 0.000020
3.20 28 0.0 0.847560 0.505710 -0.003110 -0.000140 -0.000030 0.000020
3.20 29 0.0 0.882260 0.544230 -0.004860 0.000160 -0.000060 0.000070
3.20 30 0.0 0.915350 0.583780 -0.006160 -0.000090 -0.000140 0.000100
3.40 -5 0.0 -0.127020 0.066220 -0.004740 0.000070 -0.000050 0.000020
3.40 -2 0.0 -0.058130 0.055360 -0.003940 0.000060 -0.000070 0.000020
3.40 0 0.0 -0.012330 0.052670 -0.003600 0.000080 -0.000040 0.000020
3.40 1 0.0 0.011300 0.052390 -0.003490 0.000070 -0.000030 0.000020
3.40 2 0.0 0.035400 0.052900 -0.003400 0.000070 0.000010 0.000010
3.40 5 0.0 0.110880 0.059570 -0.002800 -0.000020 -0.000100 0.000020
3.40 8 0.0 0.191240 0.075320 -0.001770 0.000020 -0.000010 0.000020
3.40 10 0.0 0.247360 0.091580 -0.000760 -0.000050 -0.000050 0.000020
3.40 12 0.0 0.306360 0.112920 0.000170 -0.000150 -0.000120 0.000040
3.40 15 0.0 0.399140 0.155340 0.001220 -0.000040 -0.000110 0.000050
3.40 16 0.0 0.431430 0.172440 0.001420 -0.000150 -0.000130 0.000050
3.40 17 0.0 0.463320 0.190820 0.001640 -0.000230 -0.000130 0.000040
3.40 18 0.0 0.494920 0.210510 0.001580 -0.000320 -0.000130 0.000030
3.40 19 0.0 0.526830 0.231610 0.001500 -0.000010 -0.000050 0.000020
3.40 20 0.0 0.559600 0.254420 0.001480 -0.000210 -0.000140 0.000060
3.40 21 0.0 0.591860 0.278510 0.001700 -0.000160 -0.000150 0.000040
3.40 22 0.0 0.624770 0.304140 0.001410 -0.000040 -0.000110 0.000040
3.40 23 0.0 0.658330 0.331620 0.000980 0.000030 -0.000020 0.000060
3.40 24 0.0 0.693220 0.361310 0.000640 -0.000030 -0.000040 0.000080
3.40 25 0.0 0.727930 0.392530 -0.000570 -0.000290 -0.000160 0.000070
3.40 26 0.0 0.763030 0.425500 -0.001820 -0.000200 -0.000150 0.000070
3.40 27 0.0 0.797560 0.460240 -0.003050 -0.000080 -0.000120 0.000080
3.40 28 0.0 0.831740 0.496460 -0.004320 -0.000290 -0.000170 0.000100
3.40 29 0.0 0.864800 0.533850 -0.005430 -0.000250 -0.000090 0.000090
3.40 30 0.0 0.897240 0.572960 -0.006280 -0.000190 -0.000120 0.000100
3.60 -5 0.0 -0.122780 0.064440 -0.004940 0.000030 -0.000110 0.000010
3.60 -2 0.0 -0.056710 0.053730 -0.003990 0.000200 -0.000060 0.000030
3.60 0 0.0 -0.012810 0.051030 -0.003420 0.000090 0.000000 0.000020
3.60 1 0.0 0.009790 0.050760 -0.003150 0.000060 0.000000 0.000020
3.60 2 0.0 0.032660 0.051250 -0.002980 0.000060 -0.000030 0.000020
3.60 5 0.0 0.104920 0.057530 -0.002110 0.000000 -0.000110 0.000010
3.60 8 0.0 0.182380 0.072650 -0.000950 -0.000030 -0.000090 0.000020
3.60 10 0.0 0.237270 0.088450 0.000110 -0.000130 -0.000080 0.000020
3.60 12 0.0 0.295080 0.109330 0.001000 -0.000080 -0.000080 0.000030
3.60 15 0.0 0.385810 0.150810 0.001990 -0.000100 -0.000100 0.000030
3.60 16 0.0 0.416120 0.167200 0.002160 -0.000050 -0.000070 0.000020
3.60 17 0.0 0.446940 0.185080 0.002600 -0.000010 -0.000080 0.000040
3.60 18 0.0 0.477900 0.204200 0.002740 0.000020 -0.000070 0.000040
3.60 19 0.0 0.509790 0.224940 0.003000 0.000010 -0.000080 0.000060
3.60 20 0.0 0.541590 0.246990 0.002840 0.000040 -0.000060 0.000090
3.60 21 0.0 0.574440 0.270820 0.002520 0.000030 -0.000120 0.000060
3.60 22 0.0 0.609520 0.297030 0.002110 -0.000090 -0.000110 0.000050
3.60 23 0.0 0.643370 0.324320 0.001180 -0.000170 -0.000120 0.000040
3.60 24 0.0 0.677120 0.353320 0.000490 -0.000140 -0.000020 0.000020
3.60 25 0.0 0.710350 0.383630 -0.000540 -0.000280 -0.000140 0.000050
3.60 26 0.0 0.744790 0.416340 -0.000980 -0.000250 -0.000150 0.000060
3.60 27 0.0 0.777170 0.449660 -0.001860 0.000150 -0.000050 0.000110
3.60 28 0.0 0.810970 0.485390 -0.002970 -0.000060 -0.000010 0.000090
3.60 29 0.0 0.844530 0.522930 -0.003860 -0.000170 -0.000170 0.000070
3.60 30 0.0 0.876530 0.561690 -0.004410 0.000040 0.000040 0.000080
3.80 -5 0.0 -0.119040 0.062870 -0.005180 -0.000080 -0.000110 0.000020
3.80 -2 0.0 -0.055430 0.052210 -0.004050 0.000080 -0.000080 0.000030
3.80 0 0.0 -0.013270 0.049630 -0.003180 0.000160 -0.000060 0.000040
3.80 1 0.0 0.008310 0.049310 -0.002880 0.000080 0.000020 0.000020
3.80 2 0.0 0.030390 0.049740 -0.002540 0.000110 -0.000040 0.000030
3.80 5 0.0 0.099760 0.055700 -0.001520 0.000060 -0.000040 0.000030
3.80 8 0.0 0.174510 0.070300 -0.000090 -0.000090 -0.000060 0.000020
3.80 10 0.0 0.227860 0.085600 0.000970 -0.000120 -0.000100 0.000020
3.80 12 0.0 0.284260 0.106010 0.001890 -0.000160 -0.000110 0.000010
3.80 15 0.0 0.371860 0.146340 0.003000 -0.000120 -0.000090 0.000040
3.80 16 0.0 0.401780 0.162450 0.003560 -0.000060 -0.000100 0.000040
3.80 17 0.0 0.431380 0.179510 0.003680 0.000070 -0.000090 0.000060
3.80 18 0.0 0.462640 0.198390 0.003900 -0.000020 -0.000080 0.000080
3.80 19 0.0 0.494430 0.218810 0.003870 -0.000060 -0.000100 0.000040
3.80 20 0.0 0.527170 0.240930 0.003390 -0.000130 -0.000100 0.000050
3.80 21 0.0 0.560080 0.264710 0.002870 -0.000150 -0.000100 -0.000010
3.80 22 0.0 0.592830 0.289820 0.002300 -0.000170 -0.000090 0.000020
3.80 23 0.0 0.625590 0.316530 0.001980 -0.000220 -0.000080 0.000050
3.80 24 0.0 0.659300 0.345240 0.001560 -0.000140 -0.000070 0.000050
3.80 25 0.0 0.692840 0.375520 0.000730 -0.000220 -0.000100 0.000070
3.80 26 0.0 0.727120 0.407900 0.000010 -0.000040 -0.000040 0.000050
3.80 27 0.0 0.760520 0.441440 -0.001060 -0.000110 -0.000100 0.000100
3.80 28 0.0 0.794470 0.477050 -0.002140 0.000110 0.000000 0.000090
3.80 29 0.0 0.828240 0.514470 -0.003410 -0.000190 -0.000060 0.000070
3.80 30 0.0 0.860750 0.553100 -0.004550 -0.000180 -0.000040 0.000090
4.00 -5 0.0 -0.115640 0.061420 -0.005390 0.000070 -0.000100 0.000020
4.00 -2 0.0 -0.054160 0.050890 -0.004010 0.000100 0.000000 0.000010
4.00 0 0.0 -0.013810 0.048230 -0.003090 0.000160 0.000000 0.000020
4.00 1 0.0 0.006910 0.047950 -0.002660 -0.000010 0.000020 0.000000
4.00 2 0.0 0.028030 0.048330 -0.002300 0.000200 -0.000080 0.000030
4.00 5 0.0 0.094800 0.054040 -0.000920 0.000060 -0.000090 0.000030
4.00 8 0.0 0.166910 0.068130 0.000610 -0.000070 -0.000110 0.000020
